arch,symbol,dll,export,lib
x86,_GetDateFormatEx@28,api-ms-win-core-datetime-l1-1-1.dll,GetDateFormatEx,mincore.lib
x86,_GetDateFormatW@24,KERNEL32.dll,GetDateFormatW,kernel32.Lib
x86,_GetDateFormatW@24,api-ms-win-core-datetime-l1-1-1.dll,GetDateFormatW,mincore.lib
x86,_GetDefaultCommConfigA@12,KERNEL32.dll,GetDefaultCommConfigA,kernel32.Lib
x86,_GetDefaultCommConfigW@12,KERNEL32.dll,GetDefaultCommConfigW,kernel32.Lib
x86,_GetDefaultPrinterA@8,WINSPOOL.DRV,201,WinSpool.Lib
x86,_GetDefaultPrinterW@8,WINSPOOL.DRV,203,WinSpool.Lib
x86,_GetDefaultUserProfileDirectoryA@8,USERENV.dll,GetDefaultUserProfileDirectoryA,UserEnv.Lib
x86,_GetDefaultUserProfileDirectoryA@8,USERENV.dll,GetDefaultUserProfileDirectoryA,mincore.lib
x86,_GetDefaultUserProfileDirectoryW@8,USERENV.dll,GetDefaultUserProfileDirectoryW,UserEnv.Lib
x86,_GetDefaultUserProfileDirectoryW@8,USERENV.dll,GetDefaultUserProfileDirectoryW,mincore.lib
x86,_GetDeltaInfoA@8,msdelta.dll,GetDeltaInfoA,msdelta.lib
x86,_GetDeltaInfoB@16,msdelta.dll,GetDeltaInfoB,msdelta.lib
x86,_GetDeltaInfoW@8,msdelta.dll,GetDeltaInfoW,msdelta.lib
x86,_GetDeltaSignatureA@20,msdelta.dll,GetDeltaSignatureA,msdelta.lib
x86,_GetDeltaSignatureB@28,msdelta.dll,GetDeltaSignatureB,msdelta.lib
x86,_GetDeltaSignatureW@20,msdelta.dll,GetDeltaSignatureW,msdelta.lib
x86,_GetDesktopWindow@0,USER32.dll,GetDesktopWindow,User32.Lib
x86,_GetDeviceCaps@8,GDI32.dll,GetDeviceCaps,Gdi32.Lib
x86,_GetDeviceDefaultPrintTicketThunk@12,prntvpt.dll,GetDeviceDefaultPrintTicketThunk,prntvpt.lib
x86,_GetDeviceDriverBaseNameA@12,PSAPI.DLL,GetDeviceDriverBaseNameA,Psapi.Lib
x86,_GetDeviceDriverBaseNameW@12,PSAPI.DLL,GetDeviceDriverBaseNameW,Psapi.Lib
x86,_GetDeviceDriverFileNameA@12,PSAPI.DLL,GetDeviceDriverFileNameA,Psapi.Lib
x86,_GetDeviceDriverFileNameW@12,PSAPI.DLL,GetDeviceDriverFileNameW,Psapi.Lib
x86,_GetDeviceGammaRamp@8,GDI32.dll,GetDeviceGammaRamp,Gdi32.Lib
x86,_GetDeviceID@8,DSOUND.dll,9,dsound.lib
x86,_GetDeviceNamespacesThunk@12,prntvpt.dll,GetDeviceNamespacesThunk,prntvpt.lib
x86,_GetDevicePowerState@8,KERNEL32.dll,GetDevicePowerState,kernel32.Lib
x86,_GetDevicesForIScsiSessionA@12,ISCSIDSC.dll,GetDevicesForIScsiSessionA,iscsidsc.lib
x86,_GetDevicesForIScsiSessionW@12,ISCSIDSC.dll,GetDevicesForIScsiSessionW,iscsidsc.lib
x86,_GetDialogBaseUnits@0,USER32.dll,GetDialogBaseUnits,User32.Lib
x86,_GetDiskFreeSpaceA@20,KERNEL32.dll,GetDiskFreeSpaceA,kernel32.Lib
x86,_GetDiskFreeSpaceA@20,api-ms-win-core-file-l1-2-0.dll,GetDiskFreeSpaceA,mincore.lib
x86,_GetDiskFreeSpaceExA@16,KERNEL32.dll,GetDiskFreeSpaceExA,kernel32.Lib
x86,_GetDiskFreeSpaceExA@16,api-ms-win-core-file-l1-2-0.dll,GetDiskFreeSpaceExA,mincore.lib
x86,_GetDiskFreeSpaceExW@16,KERNEL32.dll,GetDiskFreeSpaceExW,kernel32.Lib
x86,_GetDiskFreeSpaceExW@16,api-ms-win-core-file-l1-2-0.dll,GetDiskFreeSpaceExW,mincore.lib
x86,_GetDiskFreeSpaceW@20,KERNEL32.dll,GetDiskFreeSpaceW,kernel32.Lib
x86,_GetDiskFreeSpaceW@20,api-ms-win-core-file-l1-2-0.dll,GetDiskFreeSpaceW,mincore.lib
x86,_GetDiskInfoA@16,WININET.dll,102,WinInet.Lib
x86,_GetDispenserManager,MTxDM.dll,GetDispenserManager,mtxdm.lib
x86,_GetDisplayAutoRotationPreferences@4,USER32.dll,GetDisplayAutoRotationPreferences,User32.Lib
x86,_GetDisplayConfigBufferSizes@12,USER32.dll,GetDisplayConfigBufferSizes,User32.Lib
x86,_GetDisplayNameFromADsPath@20,dsuiext.dll,574,DSUIExt.Lib
x86,_GetDlgCtrlID@4,USER32.dll,GetDlgCtrlID,User32.Lib
x86,_GetDlgItem@8,USER32.dll,GetDlgItem,User32.Lib
x86,_GetDlgItemInt@16,USER32.dll,GetDlgItemInt,User32.Lib
x86,_GetDlgItemTextA@16,USER32.dll,GetDlgItemTextA,User32.Lib
x86,_GetDlgItemTextW@16,USER32.dll,GetDlgItemTextW,User32.Lib
x86,_GetDllDirectoryA@8,KERNEL32.dll,GetDllDirectoryA,kernel32.Lib
x86,_GetDllDirectoryW@8,KERNEL32.dll,GetDllDirectoryW,kernel32.Lib
x86,_GetDllVersion@0,Cabinet.dll,1,Cabinet.Lib
x86,_GetDllVersion@0,Cabinet.dll,1,mincore.lib
x86,_GetDnsRootAlias@8,NTDSA.dll,GetDnsRootAlias,ntdsa.lib
x86,_GetDocumentBitStg@4,ole32.dll,GetDocumentBitStg,Ole32.Lib
x86,_GetDoubleClickTime@0,USER32.dll,GetDoubleClickTime,User32.Lib
x86,_GetDriveTypeA@4,KERNEL32.dll,GetDriveTypeA,kernel32.Lib
x86,_GetDriveTypeA@4,api-ms-win-core-file-l1-2-0.dll,GetDriveTypeA,mincore.lib
x86,_GetDriveTypeW@4,KERNEL32.dll,GetDriveTypeW,kernel32.Lib
x86,_GetDriveTypeW@4,api-ms-win-core-file-l1-2-0.dll,GetDriveTypeW,mincore.lib
x86,_GetDriverModuleHandle@4,WINMM.dll,GetDriverModuleHandle,WinMM.Lib
x86,_GetDurationFormat@32,KERNEL32.dll,GetDurationFormat,kernel32.Lib
x86,_GetDurationFormatEx@32,KERNEL32.dll,GetDurationFormatEx,kernel32.Lib
x86,_GetDynamicTimeZoneInformation@4,KERNEL32.dll,GetDynamicTimeZoneInformation,kernel32.Lib
x86,_GetDynamicTimeZoneInformation@4,api-ms-win-core-timezone-l1-1-0.dll,GetDynamicTimeZoneInformation,mincore.lib
x86,_GetDynamicTimeZoneInformationEffectiveYears@12,ADVAPI32.dll,GetDynamicTimeZoneInformationEffectiveYears,AdvAPI32.Lib
x86,_GetDynamicTimeZoneInformationEffectiveYears@12,api-ms-win-core-timezone-l1-1-0.dll,GetDynamicTimeZoneInformationEffectiveYears,mincore.lib
x86,_GetEffectiveClientRect@12,COMCTL32.dll,4,ComCtl32.Lib
x86,_GetEffectiveRightsFromAclA@12,ADVAPI32.dll,GetEffectiveRightsFromAclA,AdvAPI32.Lib
x86,_GetEffectiveRightsFromAclW@12,ADVAPI32.dll,GetEffectiveRightsFromAclW,AdvAPI32.Lib
x86,_GetEnabledXStateFeatures@0,KERNEL32.dll,GetEnabledXStateFeatures,kernel32.Lib
x86,_GetEncryptedFileMetadata@12,ADVAPI32.dll,GetEncryptedFileMetadata,AdvAPI32.Lib
x86,_GetEndpointGuidFromEndpointId@8,MMDevAPI.DLL,8,mmdevapi.lib
x86,_GetEnhMetaFileA@4,GDI32.dll,GetEnhMetaFileA,Gdi32.Lib
x86,_GetEnhMetaFileBits@12,GDI32.dll,GetEnhMetaFileBits,Gdi32.Lib
x86,_GetEnhMetaFileDescriptionA@12,GDI32.dll,GetEnhMetaFileDescriptionA,Gdi32.Lib
x86,_GetEnhMetaFileDescriptionW@12,GDI32.dll,GetEnhMetaFileDescriptionW,Gdi32.Lib
x86,_GetEnhMetaFileHeader@12,GDI32.dll,GetEnhMetaFileHeader,Gdi32.Lib
x86,_GetEnhMetaFilePaletteEntries@12,GDI32.dll,GetEnhMetaFilePaletteEntries,Gdi32.Lib
x86,_GetEnhMetaFilePixelFormat@12,GDI32.dll,GetEnhMetaFilePixelFormat,Gdi32.Lib
x86,_GetEnhMetaFileW@4,GDI32.dll,GetEnhMetaFileW,Gdi32.Lib
x86,_GetEnlistmentId@8,ktmw32.dll,GetEnlistmentId,ktmw32.lib
x86,_GetEnlistmentRecoveryInformation@16,ktmw32.dll,GetEnlistmentRecoveryInformation,ktmw32.lib
x86,_GetEnumString@16,NETSH.EXE,GetEnumString,NetSh.Lib
x86,_GetEnvironmentStrings@0,KERNEL32.dll,GetEnvironmentStrings,kernel32.Lib
x86,_GetEnvironmentStrings@0,api-ms-win-core-processenvironment-l1-2-0.dll,GetEnvironmentStrings,mincore.lib
x86,_GetEnvironmentStringsA@0,KERNEL32.dll,GetEnvironmentStringsA,kernel32.Lib
x86,_GetEnvironmentStringsW@0,KERNEL32.dll,GetEnvironmentStringsW,kernel32.Lib
x86,_GetEnvironmentStringsW@0,api-ms-win-core-processenvironment-l1-2-0.dll,GetEnvironmentStringsW,mincore.lib
x86,_GetEnvironmentVariableA@12,KERNEL32.dll,GetEnvironmentVariableA,kernel32.Lib
x86,_GetEnvironmentVariableA@12,api-ms-win-core-processenvironment-l1-2-0.dll,GetEnvironmentVariableA,mincore.lib
x86,_GetEnvironmentVariableW@12,KERNEL32.dll,GetEnvironmentVariableW,kernel32.Lib
x86,_GetEnvironmentVariableW@12,api-ms-win-core-processenvironment-l1-2-0.dll,GetEnvironmentVariableW,mincore.lib
x86,_GetEraNameCountedString@16,KERNEL32.dll,GetEraNameCountedString,kernel32.Lib
x86,_GetErrorInfo@8,OLEAUT32.dll,200,OleAut32.Lib
x86,_GetErrorInfo@8,OLEAUT32.dll,200,mincore.lib
x86,_GetErrorMode@0,KERNEL32.dll,GetErrorMode,kernel32.Lib
x86,_GetErrorMode@0,api-ms-win-core-errorhandling-l1-1-1.dll,GetErrorMode,mincore.lib
x86,_GetEventLogInformation@20,ADVAPI32.dll,GetEventLogInformation,AdvAPI32.Lib
x86,_GetExitCodeProcess@8,KERNEL32.dll,GetExitCodeProcess,kernel32.Lib
x86,_GetExitCodeProcess@8,api-ms-win-core-processthreads-l1-1-1.dll,GetExitCodeProcess,mincore.lib
x86,_GetExitCodeThread@8,KERNEL32.dll,GetExitCodeThread,kernel32.Lib
x86,_GetExitCodeThread@8,api-ms-win-core-processthreads-l1-1-1.dll,GetExitCodeThread,mincore.lib
x86,_GetExpandedNameA@8,LZ32.dll,GetExpandedNameA,Lz32.Lib
x86,_GetExpandedNameW@8,LZ32.dll,GetExpandedNameW,Lz32.Lib
x86,_GetExplicitEntriesFromAclA@12,ADVAPI32.dll,GetExplicitEntriesFromAclA,AdvAPI32.Lib
x86,_GetExplicitEntriesFromAclW@12,ADVAPI32.dll,GetExplicitEntriesFromAclW,AdvAPI32.Lib
x86,_GetExtendedTcpTable@24,IPHLPAPI.DLL,GetExtendedTcpTable,IPHlpApi.Lib
x86,_GetExtendedTcpTable@24,IPHLPAPI.DLL,GetExtendedTcpTable,mincore.lib
x86,_GetExtendedUdpTable@24,IPHLPAPI.DLL,GetExtendedUdpTable,IPHlpApi.Lib
x86,_GetExtendedUdpTable@24,IPHLPAPI.DLL,GetExtendedUdpTable,mincore.lib
x86,_GetExtensionVersion@4,RpcProxy.dll,GetExtensionVersion,rpcproxy.lib
x86,_GetFileAttributesA@4,KERNEL32.dll,GetFileAttributesA,kernel32.Lib
x86,_GetFileAttributesA@4,api-ms-win-core-file-l1-2-0.dll,GetFileAttributesA,mincore.lib
x86,_GetFileAttributesExA@12,KERNEL32.dll,GetFileAttributesExA,kernel32.Lib
x86,_GetFileAttributesExA@12,api-ms-win-core-file-l1-2-0.dll,GetFileAttributesExA,mincore.lib
x86,_GetFileAttributesExW@12,KERNEL32.dll,GetFileAttributesExW,kernel32.Lib
x86,_GetFileAttributesExW@12,api-ms-win-core-file-l1-2-0.dll,GetFileAttributesExW,mincore.lib
x86,_GetFileAttributesTransactedA@16,KERNEL32.dll,GetFileAttributesTransactedA,kernel32.Lib
x86,_GetFileAttributesTransactedW@16,KERNEL32.dll,GetFileAttributesTransactedW,kernel32.Lib
x86,_GetFileAttributesW@4,KERNEL32.dll,GetFileAttributesW,kernel32.Lib
x86,_GetFileAttributesW@4,api-ms-win-core-file-l1-2-0.dll,GetFileAttributesW,mincore.lib
x86,_GetFileBandwidthReservation@24,KERNEL32.dll,GetFileBandwidthReservation,kernel32.Lib
x86,_GetFileInformationByHandle@8,KERNEL32.dll,GetFileInformationByHandle,kernel32.Lib
x86,_GetFileInformationByHandle@8,api-ms-win-core-file-l1-2-0.dll,GetFileInformationByHandle,mincore.lib
x86,_GetFileInformationByHandleEx@16,KERNEL32.dll,GetFileInformationByHandleEx,kernel32.Lib
x86,_GetFileInformationByHandleEx@16,api-ms-win-core-file-l2-1-0.dll,GetFileInformationByHandleEx,mincore.lib
x86,_GetFileMUIInfo@16,KERNEL32.dll,GetFileMUIInfo,kernel32.Lib
x86,_GetFileMUIInfo@16,api-ms-win-core-localization-l1-2-0.dll,GetFileMUIInfo,mincore.lib
x86,_GetFileMUIPath@28,KERNEL32.dll,GetFileMUIPath,kernel32.Lib
x86,_GetFileMUIPath@28,api-ms-win-core-localization-l1-2-0.dll,GetFileMUIPath,mincore.lib
x86,_GetFileNameFromBrowse@28,SHELL32.dll,63,shell32.lib
x86,_GetFilePatchSignatureA@36,mspatcha.dll,GetFilePatchSignatureA,mspatcha.lib
x86,_GetFilePatchSignatureA@36,mspatchc.dll,GetFilePatchSignatureA,mspatchc.lib
x86,_GetFilePatchSignatureByBuffer@40,mspatcha.dll,GetFilePatchSignatureByBuffer,mspatcha.lib
x86,_GetFilePatchSignatureByBuffer@40,mspatchc.dll,GetFilePatchSignatureByBuffer,mspatchc.lib
x86,_GetFilePatchSignatureByHandle@36,mspatcha.dll,GetFilePatchSignatureByHandle,mspatcha.lib
x86,_GetFilePatchSignatureByHandle@36,mspatchc.dll,GetFilePatchSignatureByHandle,mspatchc.lib
x86,_GetFilePatchSignatureW@36,mspatcha.dll,GetFilePatchSignatureW,mspatcha.lib
x86,_GetFilePatchSignatureW@36,mspatchc.dll,GetFilePatchSignatureW,mspatchc.lib
x86,_GetFileSecurityA@20,ADVAPI32.dll,GetFileSecurityA,AdvAPI32.Lib
x86,_GetFileSecurityW@20,ADVAPI32.dll,GetFileSecurityW,AdvAPI32.Lib
x86,_GetFileSecurityW@20,api-ms-win-downlevel-advapi32-l1-1-0.dll,GetFileSecurityW,mincore_downlevel.lib
x86,_GetFileSecurityW@20,api-ms-win-security-base-l1-2-0.dll,GetFileSecurityW,mincore.lib
x86,_GetFileSize@8,KERNEL32.dll,GetFileSize,kernel32.Lib
x86,_GetFileSize@8,api-ms-win-core-file-l1-2-0.dll,GetFileSize,mincore.lib
x86,_GetFileSizeEx@8,KERNEL32.dll,GetFileSizeEx,kernel32.Lib
x86,_GetFileSizeEx@8,api-ms-win-core-file-l1-2-0.dll,GetFileSizeEx,mincore.lib
x86,_GetFileTime@16,KERNEL32.dll,GetFileTime,kernel32.Lib
x86,_GetFileTime@16,api-ms-win-core-file-l1-2-0.dll,GetFileTime,mincore.lib
x86,_GetFileTitleA@12,COMDLG32.dll,GetFileTitleA,ComDlg32.Lib
x86,_GetFileTitleW@12,COMDLG32.dll,GetFileTitleW,ComDlg32.Lib
x86,_GetFileType@4,KERNEL32.dll,GetFileType,kernel32.Lib
x86,_GetFileType@4,api-ms-win-core-file-l1-2-0.dll,GetFileType,mincore.lib
x86,_GetFileVersion@16,mscoree.dll,GetFileVersion,mscoree.lib
x86,_GetFileVersionInfoA@16,VERSION.dll,GetFileVersionInfoA,Version.Lib
x86,_GetFileVersionInfoExW@20,VERSION.dll,GetFileVersionInfoExW,Version.Lib
x86,_GetFileVersionInfoExW@20,api-ms-win-core-version-l1-1-0.dll,GetFileVersionInfoExW,mincore.lib
x86,_GetFileVersionInfoExW@20,api-ms-win-downlevel-version-l1-1-0.dll,GetFileVersionInfoExW,mincore_downlevel.lib
x86,_GetFileVersionInfoSizeA@8,VERSION.dll,GetFileVersionInfoSizeA,Version.Lib
x86,_GetFileVersionInfoSizeExW@12,VERSION.dll,GetFileVersionInfoSizeExW,Version.Lib
x86,_GetFileVersionInfoSizeExW@12,api-ms-win-core-version-l1-1-0.dll,GetFileVersionInfoSizeExW,mincore.lib
x86,_GetFileVersionInfoSizeExW@12,api-ms-win-downlevel-version-l1-1-0.dll,GetFileVersionInfoSizeExW,mincore_downlevel.lib
x86,_GetFileVersionInfoSizeW@8,VERSION.dll,GetFileVersionInfoSizeW,Version.Lib
x86,_GetFileVersionInfoW@16,VERSION.dll,GetFileVersionInfoW,Version.Lib
x86,_GetFilterVersion@4,RpcProxy.dll,GetFilterVersion,rpcproxy.lib
x86,_GetFinalPathNameByHandleA@16,KERNEL32.dll,GetFinalPathNameByHandleA,kernel32.Lib
x86,_GetFinalPathNameByHandleA@16,api-ms-win-core-file-l1-2-0.dll,GetFinalPathNameByHandleA,mincore.lib
x86,_GetFinalPathNameByHandleW@16,KERNEL32.dll,GetFinalPathNameByHandleW,kernel32.Lib
x86,_GetFinalPathNameByHandleW@16,api-ms-win-core-file-l1-2-0.dll,GetFinalPathNameByHandleW,mincore.lib
x86,_GetFirmwareEnvironmentVariableA@16,KERNEL32.dll,GetFirmwareEnvironmentVariableA,kernel32.Lib
x86,_GetFirmwareEnvironmentVariableExA@20,KERNEL32.dll,GetFirmwareEnvironmentVariableExA,kernel32.Lib
x86,_GetFirmwareEnvironmentVariableExW@20,KERNEL32.dll,GetFirmwareEnvironmentVariableExW,kernel32.Lib
x86,_GetFirmwareEnvironmentVariableExW@20,api-ms-win-core-firmware-l1-1-0.dll,GetFirmwareEnvironmentVariableExW,mincore.lib
x86,_GetFirmwareEnvironmentVariableW@16,KERNEL32.dll,GetFirmwareEnvironmentVariableW,kernel32.Lib
x86,_GetFirmwareEnvironmentVariableW@16,api-ms-win-core-firmware-l1-1-0.dll,GetFirmwareEnvironmentVariableW,mincore.lib
x86,_GetFirmwareType@4,KERNEL32.dll,GetFirmwareType,kernel32.Lib
x86,_GetFirstService@8,SSDPAPI.dll,GetFirstService,ssdpapi.lib
x86,_GetFirstServiceEx@8,SSDPAPI.dll,GetFirstServiceEx,ssdpapi.lib
x86,_GetFocus@0,USER32.dll,GetFocus,User32.Lib
x86,_GetFontAssocStatus@4,GDI32.dll,GetFontAssocStatus,Gdi32.Lib
x86,_GetFontData@20,GDI32.dll,GetFontData,Gdi32.Lib
x86,_GetFontLanguageInfo@4,GDI32.dll,GetFontLanguageInfo,Gdi32.Lib
x86,_GetFontResourceInfoW@16,GDI32.dll,GetFontResourceInfoW,Gdi32.Lib
x86,_GetFontUnicodeRanges@8,GDI32.dll,GetFontUnicodeRanges,Gdi32.Lib
x86,_GetForegroundWindow@0,USER32.dll,GetForegroundWindow,User32.Lib
x86,_GetFormA@24,WINSPOOL.DRV,GetFormA,WinSpool.Lib
x86,_GetFormW@24,SPOOLSS.DLL,GetFormW,spoolss.lib
x86,_GetFormW@24,WINSPOOL.DRV,GetFormW,WinSpool.Lib
x86,_GetFriendlyIfIndex@4,IPHLPAPI.DLL,GetFriendlyIfIndex,IPHlpApi.Lib
x86,_GetFriendlyIfIndex@4,IPHLPAPI.DLL,GetFriendlyIfIndex,mincore.lib
x86,_GetFullPathNameA@16,KERNEL32.dll,GetFullPathNameA,kernel32.Lib
x86,_GetFullPathNameA@16,api-ms-win-core-file-l1-2-0.dll,GetFullPathNameA,mincore.lib
x86,_GetFullPathNameTransactedA@20,KERNEL32.dll,GetFullPathNameTransactedA,kernel32.Lib
x86,_GetFullPathNameTransactedW@20,KERNEL32.dll,GetFullPathNameTransactedW,kernel32.Lib
x86,_GetFullPathNameW@16,KERNEL32.dll,GetFullPathNameW,kernel32.Lib
x86,_GetFullPathNameW@16,api-ms-win-core-file-l1-2-0.dll,GetFullPathNameW,mincore.lib
x86,_GetGPOListA@24,USERENV.dll,GetGPOListA,UserEnv.Lib
x86,_GetGPOListA@24,USERENV.dll,GetGPOListA,mincore.lib
x86,_GetGPOListW@24,USERENV.dll,GetGPOListW,UserEnv.Lib
x86,_GetGPOListW@24,USERENV.dll,GetGPOListW,mincore.lib
x86,_GetGUIThreadInfo@8,USER32.dll,GetGUIThreadInfo,User32.Lib
x86,_GetGeoInfoA@20,KERNEL32.dll,GetGeoInfoA,kernel32.Lib
x86,_GetGeoInfoW@20,KERNEL32.dll,GetGeoInfoW,kernel32.Lib
x86,_GetGeoInfoW@20,api-ms-win-core-localization-l1-2-0.dll,GetGeoInfoW,mincore.lib
x86,_GetGestureConfig@24,USER32.dll,GetGestureConfig,User32.Lib
x86,_GetGestureExtraArgs@12,USER32.dll,GetGestureExtraArgs,User32.Lib
x86,_GetGestureInfo@8,USER32.dll,GetGestureInfo,User32.Lib
x86,_GetGlyphIndicesA@20,GDI32.dll,GetGlyphIndicesA,Gdi32.Lib
x86,_GetGlyphIndicesW@20,GDI32.dll,GetGlyphIndicesW,Gdi32.Lib
x86,_GetGlyphOutline@28,GDI32.dll,GetGlyphOutline,Gdi32.Lib
x86,_GetGlyphOutlineA@28,GDI32.dll,GetGlyphOutlineA,Gdi32.Lib
x86,_GetGlyphOutlineW@28,GDI32.dll,GetGlyphOutlineW,Gdi32.Lib
x86,_GetGraphicsMode@4,GDI32.dll,GetGraphicsMode,Gdi32.Lib
x86,_GetGuiResources@8,USER32.dll,GetGuiResources,User32.Lib
x86,_GetHGlobalFromILockBytes@8,ole32.dll,GetHGlobalFromILockBytes,Ole32.Lib
x86,_GetHGlobalFromStream@8,api-ms-win-core-com-l1-1-0.dll,GetHGlobalFromStream,mincore.lib
x86,_GetHGlobalFromStream@8,api-ms-win-downlevel-ole32-l1-1-0.dll,GetHGlobalFromStream,mincore_downlevel.lib
x86,_GetHGlobalFromStream@8,ole32.dll,GetHGlobalFromStream,Ole32.Lib
x86,_GetHandleInformation@8,KERNEL32.dll,GetHandleInformation,kernel32.Lib
x86,_GetHandleInformation@8,api-ms-win-core-handle-l1-1-0.dll,GetHandleInformation,mincore.lib
x86,_GetHashFromAssemblyFile@20,mscoree.dll,GetHashFromAssemblyFile,mscoree.lib
x86,_GetHashFromAssemblyFile@20,mscorsn.dll,GetHashFromAssemblyFile,mscorsn.lib
x86,_GetHashFromAssemblyFileW@20,mscoree.dll,GetHashFromAssemblyFileW,mscoree.lib
x86,_GetHashFromAssemblyFileW@20,mscorsn.dll,GetHashFromAssemblyFileW,mscorsn.lib
x86,_GetHashFromBlob@24,mscoree.dll,GetHashFromBlob,mscoree.lib
x86,_GetHashFromBlob@24,mscorsn.dll,GetHashFromBlob,mscorsn.lib
x86,_GetHashFromFile@20,mscoree.dll,GetHashFromFile,mscoree.lib
x86,_GetHashFromFile@20,mscorsn.dll,GetHashFromFile,mscorsn.lib
x86,_GetHashFromFileW@20,mscoree.dll,GetHashFromFileW,mscoree.lib
x86,_GetHashFromFileW@20,mscorsn.dll,GetHashFromFileW,mscorsn.lib
x86,_GetHashFromHandle@20,mscoree.dll,GetHashFromHandle,mscoree.lib
x86,_GetHashFromHandle@20,mscorsn.dll,GetHashFromHandle,mscorsn.lib
x86,_GetHookInterface@4,ole32.dll,GetHookInterface,Ole32.Lib
x86,_GetHostNameW@8,WS2_32.dll,GetHostNameW,WS2_32.Lib
x86,_GetHostNameW@8,WS2_32.dll,GetHostNameW,mincore.lib
x86,_GetICMProfileA@12,GDI32.dll,GetICMProfileA,Gdi32.Lib
x86,_GetICMProfileW@12,GDI32.dll,GetICMProfileW,Gdi32.Lib
x86,_GetICifFileFromFile@8,inseng.dll,GetICifFileFromFile,inseng.lib
x86,_GetICifRWFileFromFile@8,inseng.dll,GetICifRWFileFromFile,inseng.lib
x86,_GetIScsiIKEInfoA@16,ISCSIDSC.dll,GetIScsiIKEInfoA,iscsidsc.lib
x86,_GetIScsiIKEInfoW@16,ISCSIDSC.dll,GetIScsiIKEInfoW,iscsidsc.lib
x86,_GetIScsiInitiatorNodeNameA@4,ISCSIDSC.dll,GetIScsiInitiatorNodeNameA,iscsidsc.lib
x86,_GetIScsiInitiatorNodeNameW@4,ISCSIDSC.dll,GetIScsiInitiatorNodeNameW,iscsidsc.lib
x86,_GetIScsiSessionListA@12,ISCSIDSC.dll,GetIScsiSessionListA,iscsidsc.lib
x86,_GetIScsiSessionListEx@12,ISCSIDSC.dll,GetIScsiSessionListEx,iscsidsc.lib
x86,_GetIScsiSessionListW@12,ISCSIDSC.dll,GetIScsiSessionListW,iscsidsc.lib
x86,_GetIScsiTargetInformationA@20,ISCSIDSC.dll,GetIScsiTargetInformationA,iscsidsc.lib
x86,_GetIScsiTargetInformationW@20,ISCSIDSC.dll,GetIScsiTargetInformationW,iscsidsc.lib
x86,_GetIScsiVersionInformation@4,ISCSIDSC.dll,GetIScsiVersionInformation,iscsidsc.lib
x86,_GetIUriPriv2@8,urlmon.dll,GetIUriPriv2,Urlmon.Lib
x86,_GetIUriPriv@8,urlmon.dll,GetIUriPriv,Urlmon.Lib
x86,_GetIcmpStatistics@4,IPHLPAPI.DLL,GetIcmpStatistics,IPHlpApi.Lib
x86,_GetIcmpStatistics@4,IPHLPAPI.DLL,GetIcmpStatistics,mincore.lib
x86,_GetIcmpStatisticsEx@8,IPHLPAPI.DLL,GetIcmpStatisticsEx,IPHlpApi.Lib
x86,_GetIcmpStatisticsEx@8,IPHLPAPI.DLL,GetIcmpStatisticsEx,mincore.lib
x86,_GetIconInfo@8,USER32.dll,GetIconInfo,User32.Lib
x86,_GetIconInfoExA@8,USER32.dll,GetIconInfoExA,User32.Lib
x86,_GetIconInfoExW@8,USER32.dll,GetIconInfoExW,User32.Lib
x86,_GetIfEntry2@4,IPHLPAPI.DLL,GetIfEntry2,IPHlpApi.Lib
x86,_GetIfEntry2@4,IPHLPAPI.DLL,GetIfEntry2,mincore.lib
x86,_GetIfEntry@4,IPHLPAPI.DLL,GetIfEntry,IPHlpApi.Lib
x86,_GetIfEntry@4,IPHLPAPI.DLL,GetIfEntry,mincore.lib
x86,_GetIfStackTable@4,IPHLPAPI.DLL,GetIfStackTable,IPHlpApi.Lib
x86,_GetIfStackTable@4,IPHLPAPI.DLL,GetIfStackTable,mincore.lib
x86,_GetIfTable2@4,IPHLPAPI.DLL,GetIfTable2,IPHlpApi.Lib
x86,_GetIfTable2@4,IPHLPAPI.DLL,GetIfTable2,mincore.lib
x86,_GetIfTable2Ex@8,IPHLPAPI.DLL,GetIfTable2Ex,IPHlpApi.Lib
x86,_GetIfTable2Ex@8,IPHLPAPI.DLL,GetIfTable2Ex,mincore.lib
x86,_GetIfTable@12,IPHLPAPI.DLL,GetIfTable,IPHlpApi.Lib
x86,_GetIfTable@12,IPHLPAPI.DLL,GetIfTable,mincore.lib
x86,_GetImageConfigInformation@8,imagehlp.dll,GetImageConfigInformation,ImageHlp.Lib
x86,_GetImageUnusedHeaderBytes@8,imagehlp.dll,GetImageUnusedHeaderBytes,ImageHlp.Lib
x86,_GetInertiaParameterInteractionContext@12,NInput.dll,GetInertiaParameterInteractionContext,ninput.lib
x86,_GetInformationCodeAuthzLevelW@20,ADVAPI32.dll,GetInformationCodeAuthzLevelW,AdvAPI32.Lib
x86,_GetInformationCodeAuthzPolicyW@24,ADVAPI32.dll,GetInformationCodeAuthzPolicyW,AdvAPI32.Lib
x86,_GetInheritanceSourceA@40,ADVAPI32.dll,GetInheritanceSourceA,AdvAPI32.Lib
x86,_GetInheritanceSourceW@40,ADVAPI32.dll,GetInheritanceSourceW,AdvAPI32.Lib
x86,_GetInputDesktop@0,USER32.dll,GetInputDesktop,User32.Lib
