symbol,version
SHCoCreateInstanceWorker,8.0
SLDepositOfflineConfirmationIdEx,8.0
SLGenerateOfflineInstallationIdEx,8.0
SMHBA_GetAdapterAttributes,8.0
SMHBA_GetAdapterPortAttributes,8.0
SMHBA_GetBindingCapability,8.0
SMHBA_GetBindingSupport,8.0
SMHBA_GetDiscoveredPortAttributes,8.0
SMHBA_GetFCPhyAttributes,8.0
SMHBA_GetLUNStatistics,8.0
SMHBA_GetNumberOfPorts,8.0
SMHBA_GetPersistentBinding,8.0
SMHBA_GetPhyStatistics,8.0
SMHBA_GetPortAttributesByWWN,8.0
SMHBA_GetPortType,8.0
SMHBA_GetProtocolStatistics,8.0
SMHBA_GetSASPhyAttributes,8.0
SMHBA_GetTargetMapping,8.0
SMHBA_GetVendorLibraryAttributes,8.0
SMHBA_GetVersion,8.0
SMHBA_GetWrapperLibraryAttributes,8.0
SMHBA_RegisterForAdapterAddEvents,8.0
SMHBA_RegisterForAdapterEvents,8.0
SMHBA_RegisterForAdapterPhyStatEvents,8.0
SMHBA_RegisterForAdapterPortEvents,8.0
SMHBA_RegisterForAdapterPortStatEvents,8.0
SMHBA_RegisterForTargetEvents,8.0
SMHBA_RegisterLibrary,8.0
SMHBA_RemoveAllPersistentBindings,8.0
SMHBA_RemovePersistentBinding,8.0
SMHBA_ScsiInquiry,8.0
SMHBA_ScsiReadCapacity,8.0
SMHBA_ScsiReportLuns,8.0
SMHBA_SendECHO,8.0
SMHBA_SendSMPPassThru,8.0
SMHBA_SendTEST,8.0
SMHBA_SetBindingSupport,8.0
SMHBA_SetPersistentBinding,8.0
SQLCompleteAsync,8.0
SafeBaseRegGetKeySecurity,8.0
SamAddMemberToAlias,8.0
SamAddMemberToGroup,8.0
SamAddMultipleMembersToAlias,8.0
SamChangePasswordUser,8.0
SamChangePasswordUser2,8.0
SamCloseHandle,8.0
SamConnect,8.0
SamConnectWithCreds,8.0
SamCreateAliasInDomain,8.0
SamCreateGroupInDomain,8.0
SamCreateUser2InDomain,8.0
SamCreateUserInDomain,8.0
SamDeleteAlias,8.0
SamDeleteGroup,8.0
SamDeleteUser,8.0
SamDsExtAlloc,8.0
SamDsExtFree,8.0
SamEnumerateAliasesInDomain,8.0
SamEnumerateDomainsInSamServer,8.0
SamEnumerateGroupsInDomain,8.0
SamEnumerateUsersInDomain,8.0
SamEnumerateUsersInDomain2,8.0
SamFreeMemory,8.0
SamGetAliasMembership,8.0
SamGetCompatibilityMode,8.0
SamGetDisplayEnumerationIndex,8.0
SamGetGroupsForUser,8.0
SamGetMembersInAlias,8.0
SamGetMembersInGroup,8.0
SamIAccountRestrictions,8.0
SamIAddDSNameToAlias,8.0
SamIAmIGC,8.0
SamIChangePasswordForeignUser,8.0
SamIClaimIsValid,8.0
SamIConnect,8.0
SamIConvertSecurityAttributesToClaimsBlob,8.0
SamICopyCurrentDomainAccountSettings,8.0
SamICreateKrbTgt,8.0
SamIDecodeClaimsBlob,8.0
SamIDecodeClaimsBlobIntoClaimsSet,8.0
SamIDemote,8.0
SamIDemoteUndo,8.0
SamIDoFSMORoleChange,8.0
SamIDsResetBadPwdCountOnPdc,8.0
SamIFreeClaimsBlob,8.0
SamIFreeDecodedClaimsSet,8.0
SamIFreeLookupNamesInfo,8.0
SamIFreeLookupSidsInfo,8.0
SamIFreeOidList,8.0
SamIFreeRealmList,8.0
SamIFreeSecurityAttributesInfo,8.0
SamIFreeSidAndAttributesList,8.0
SamIFreeSidArray,8.0
SamIFreeVoid,8.0
SamIFree_SAMPR_DISPLAY_INFO_BUFFER,8.0
SamIFree_SAMPR_DOMAIN_INFO_BUFFER,8.0
SamIFree_SAMPR_ENUMERATION_BUFFER,8.0
SamIFree_SAMPR_GET_GROUPS_BUFFER,8.0
SamIFree_SAMPR_RETURNED_USTRING_ARRAY,8.0
SamIFree_SAMPR_ULONG_ARRAY,8.0
SamIFree_SAMPR_USER_INFO_BUFFER,8.0
SamIFree_UserInternal6Information,8.0
SamIGCLookupNames,8.0
SamIGCLookupSids,8.0
SamIGetAliasMembership,8.0
SamIGetConfigurationOidList,8.0
SamIGetDefaultAdministratorName,8.0
SamIGetResourceGroupMembershipsTransitive,8.0
SamIGetUserLogonInformation,8.0
SamIGetUserLogonInformation2,8.0
SamIGetUserLogonInformation3,8.0
SamIGetUserLogonInformationEx,8.0
SamIHandleObjectUpdate,8.0
SamIImpersonateNullSession,8.0
SamIInitialize,8.0
SamIIsDownlevelDcUpgrade,8.0
SamIIsExtendedSidMode,8.0
SamIIsRebootAfterPromotion,8.0
SamIIsSetupInProgress,8.0
SamILoadDownlevelDatabase,8.0
SamILookupNamesBySid,8.0
SamILookupNamesInDomain,8.0
SamILookupSidsByName,8.0
SamILoopbackConnect,8.0
SamIMixedDomain,8.0
SamIMixedDomain2,8.0
SamINT4UpgradeInProgress,8.0
SamINetLogonPing,8.0
SamINotifyRoleChange,8.0
SamIOpenUserByAlternateId,8.0
SamIPromote,8.0
SamIPromoteUndo,8.0
SamIPurgeSecrets,8.0
SamIQueryAccountSecretsCachability,8.0
SamIQueryCapabilities,8.0
SamIQueryRealmList,8.0
SamIQueryServerRole,8.0
SamIQueryServerRole2,8.0
SamIRemoveDSNameFromAlias,8.0
SamIReplaceDownlevelDatabase,8.0
SamIReplicateAccountData,8.0
SamIResetBadPwdCountOnPdc,8.0
SamIRetrieveMultiplePrimaryCredentials,8.0
SamIRetrievePrimaryCredentials,8.0
SamIRevertNullSession,8.0
SamISameSite,8.0
SamIScorePassword,8.0
SamISetAuditingInformation,8.0
SamISetMachinePassword,8.0
SamISetPasswordForeignUser2,8.0
SamISetPasswordForeignUser3,8.0
SamISetPasswordInfoOnDc,8.0
SamIStorePrimaryCredentials,8.0
SamITransformClaims,8.0
SamIUPNFromUserHandle,8.0
SamIUnLoadDownlevelDatabase,8.0
SamIUninitialize,8.0
SamIUpdateLogonStatistics,8.0
SamIValidateAccountName,8.0
SamIValidateNewAccountName,8.0
SamLookupDomainInSamServer,8.0
SamLookupIdsInDomain,8.0
SamLookupNamesInDomain,8.0
SamLookupNamesInDomain2,8.0
SamOpenAlias,8.0
SamOpenDomain,8.0
SamOpenGroup,8.0
SamOpenUser,8.0
SamPerformGenericOperation,8.0
SamQueryDisplayInformation,8.0
SamQueryInformationAlias,8.0
SamQueryInformationDomain,8.0
SamQueryInformationGroup,8.0
SamQueryInformationUser,8.0
SamQueryLocalizableAccountsInDomain,8.0
SamQuerySecurityObject,8.0
SamRegisterObjectChangeNotification,8.0
SamRemoveMemberFromAlias,8.0
SamRemoveMemberFromForeignDomain,8.0
SamRemoveMemberFromGroup,8.0
SamRemoveMultipleMembersFromAlias,8.0
SamRidToSid,8.0
SamSetInformationAlias,8.0
SamSetInformationDomain,8.0
SamSetInformationGroup,8.0
SamSetInformationUser,8.0
SamSetMemberAttributesOfGroup,8.0
SamSetSecurityObject,8.0
SamShutdownSamServer,8.0
SamTestPrivateFunctionsDomain,8.0
SamTestPrivateFunctionsUser,8.0
SamUnregisterObjectChangeNotification,8.0
SamValidatePassword,8.0
SamiChangeKeys,8.0
SamiChangePasswordUser,8.0
SamiChangePasswordUser2,8.0
SamiEncryptPasswords,8.0
SamiLmChangePasswordUser,8.0
SamiSetBootKeyInformation,8.0
SamiSetDSRMPassword,8.0
SamiSetDSRMPasswordOWF,8.0
SamiSyncDSRMPasswordFromAccount,8.0
SampAccountControlToFlags,8.0
SampAcquireReadLock,8.0
SampAcquireSamLockExclusive,8.0
SampAcquireWriteLock,8.0
SampAddAccountToGroupMembers,8.0
SampAddAccountsAndApplyMemberships,8.0
SampAddDeltaTime,8.0
SampAddNonLocalDomainRelativeMemberships,8.0
SampAddSameDomainMemberToGlobalOrUniversalGroup,8.0
SampAddUserToGroup,8.0
SampAlInvalidateAliasInformation,8.0
SampAllocateNextCurrentRidFromIndex,8.0
SampApplyDomainUpdatesForAllDomains,8.0
SampAssignPrimaryGroup,8.0
SampAuditAccountEnableDisableChange,8.0
SampAuditAccountNameChange,8.0
SampAuditAnyEvent,8.0
SampAuditGroupTypeChange,8.0
SampAuditSidHistory,8.0
SampBuildDsNameFromSid,8.0
SampBuildSamProtection,8.0
SampCalculateLmAndNtOwfPasswords,8.0
SampChangeAliasAccountName,8.0
SampChangeGroupAccountName,8.0
SampChangeUserAccountName,8.0
SampCheckForAccountLockout,8.0
SampCheckGroupTypeBits,8.0
SampCheckSidType,8.0
SampCommitBufferedWrites,8.0
SampCompareDisplayStrings,8.0
SampComputePasswordExpired,8.0
SampConnect,8.0
SampConvertUiListToApiList,8.0
SampCreateAccountContext2,8.0
SampCreateAliasInDomain,8.0
SampCreateContextEx,8.0
SampCreateDefaultUPN,8.0
SampCreateFullSid,8.0
SampCreateGroupInDomain,8.0
SampCreateUserInDomain,8.0
SampCurrentThreadOwnsLock,8.0
SampDeReferenceContext,8.0
SampDecrementActiveThreads,8.0
SampDecryptCredentialData,8.0
SampDeleteContext,8.0
SampDeleteDsDirsToDeleteKey,8.0
SampDeleteKeyForPostBootPromote,8.0
SampDeltaChangeNotify,8.0
SampDsChangePasswordUser,8.0
SampDsControl,8.0
SampDsConvertReadAttrBlock,8.0
SampDsGetPrimaryDomainStart,8.0
SampDsInitializeSingleDomain,8.0
SampDsIsRunning,8.0
SampDsMakeAttrBlock,8.0
SampDsSetBuiltinDomainPolicy,8.0
SampDsSetDomainPolicy,8.0
SampDsSetPasswordUser,8.0
SampDsUpdateContextAttributes,8.0
SampDuplicateGroupInfo,8.0
SampDuplicateMachineInfo,8.0
SampDuplicateOemGroupInfo,8.0
SampDuplicateOemUserInfo,8.0
SampDuplicateUnicodeString,8.0
SampDuplicateUserInfo,8.0
SampEncryptCredentialData,8.0
SampExamineSid,8.0
SampExistsDsTransaction,8.0
SampExtendDefinedDomains,8.0
SampFlagsToAccountControl,8.0
SampFreeGroupInfo,8.0
SampFreeMachineInfo,8.0
SampFreeOemGroupInfo,8.0
SampFreeOemUserInfo,8.0
SampFreeUnicodeString,8.0
SampFreeUserInfo,8.0
SampGenerateRandomPassword,8.0
SampGetAccessAttribute,8.0
SampGetAccountDomainInfo,8.0
SampGetBehaviorVersion,8.0
SampGetClassAttribute,8.0
SampGetCurrentOwnerAndPrimaryGroup,8.0
SampGetDisableOutboundRSO,8.0
SampGetDisableRSOOnPDCForward,8.0
SampGetDisableResetBadPwdCountForward,8.0
SampGetDisableSingleObjectRepl,8.0
SampGetDnsDomainNameFromIndex,8.0
SampGetDomainContextFromIndex,8.0
SampGetDomainObjectFromAccountContext,8.0
SampGetDomainObjectFromIndex,8.0
SampGetDomainServerRoleFromIndex,8.0
SampGetDomainSidFromAccountContext,8.0
SampGetDomainSidFromIndex,8.0
SampGetDomainSidListForSam,8.0
SampGetDomainUpgradeTasks,8.0
SampGetDownLevelDomainControllersPresent,8.0
SampGetExtendedAttribute,8.0
SampGetExternalNameFromIndex,8.0
SampGetFixedAttributes,8.0
SampGetHasNeverTime,8.0
SampGetIgnoreGCFailures,8.0
SampGetLogLevel,8.0
SampGetNT4UpgradeInProgress,8.0
SampGetNewAccountSecurityNt4,8.0
SampGetNextUnmodifiedRidFromIndex,8.0
SampGetNoGcLogonEnforceKerberosIpCheck,8.0
SampGetNoGcLogonEnforceNTLMCheck,8.0
SampGetObjectSD,8.0
SampGetObjectTypeNameFromIndex,8.0
SampGetPasswordMustChangeWithUF_UAC,8.0
SampGetReverseMembershipTransitive,8.0
SampGetSamSubsystemName,8.0
SampGetSerialNumberDomain2,8.0
SampGetServerObjectName,8.0
SampGetSidArrayAttribute,8.0
SampGetSidAttribute,8.0
SampGetSuccessAccountAuditingEnabled,8.0
SampGetUlongArrayAttribute,8.0
SampGetUnicodeStringAttribute,8.0
SampGetUserAccountControlComputed,8.0
SampGetUserAccountSettings,8.0
SampGetWillNeverTime,8.0
SampImpersonateClient,8.0
SampIncreaseBadPwdCountLoopback,8.0
SampIncrementActiveThreads,8.0
SampIncrementNetlogonChangeLogSerialNumber,8.0
SampInvalidateDomainCache,8.0
SampIsAccountBuiltIn,8.0
SampIsAuditingEnabled,8.0
SampIsBuiltinDomain,8.0
SampIsDomainHosted,8.0
SampIsServiceRunning,8.0
SampIsSetupInProgress,8.0
SampLogPrint,8.0
SampLookupContext,8.0
SampMarkPerAttributeInvalidFromWhichFields,8.0
SampNeedUserAccountSettingsDuringQuery,8.0
SampNetLogonNotificationRequired,8.0
SampNotifyAuditChange,8.0
SampNotifyReplicatedInChange,8.0
SampPasswordChangeNotify,8.0
SampPasswordChangeNotifyWorker,8.0
SampPositionOfHighestBit,8.0
SampQueryCapabilities,8.0
SampQueryInformationUserInternal,8.0
SampReadExtendedAttributes,8.0
SampRecordSystemSchemaVerisonInRegistry,8.0
SampReferenceContext,8.0
SampRegObjToDsObj,8.0
SampReleaseReadLock,8.0
SampReleaseSamLockExclusive,8.0
SampReleaseWriteLock,8.0
SampRemoveAccountFromGroupMembers,8.0
SampRemoveSameDomainMemberFromGlobalOrUniversalGroup,8.0
SampRemoveUserFromGroup,8.0
SampRenameKrbtgtAccount,8.0
SampReplaceUserLogonHours,8.0
SampReplaceUserV1aFixed,8.0
SampRetrieveGroupV1Fixed,8.0
SampRetrieveMultipleCredentials,8.0
SampRetrieveUserPasswords,8.0
SampRetrieveUserV1aFixed,8.0
SampRevertToSelf,8.0
SampRtlWellKnownPrivilegeCheck,8.0
SampSetAccessAttribute,8.0
SampSetAdminPassword,8.0
SampSetAttributeAccess,8.0
SampSetComputerObjectDsName,8.0
SampSetDSRMPasswordWorker,8.0
SampSetDsa,8.0
SampSetExtendedAttributeAccess,8.0
SampSetFixedAttributes,8.0
SampSetGlobalDsSids,8.0
SampSetPassword,8.0
SampSetPasswordInfoOnPdcByHandle,8.0
SampSetPasswordInfoOnPdcByIndex,8.0
SampSetSerialNumberDomain2,8.0
SampSetTransactionDomain,8.0
SampSetTransactionWithinDomain,8.0
SampSetUnicodeStringAttribute,8.0
SampSetUserAccountControl,8.0
SampSplitSid,8.0
SampStoreObjectAttributes,8.0
SampStringFromGuid,8.0
SampTraceEvent,8.0
SampUpdateAccountDisabledFlag,8.0
SampUpdateComputedUserAccountControlBits,8.0
SampUpdateMixedModeAndFindDomain,8.0
SampUpdatePerformanceCounters,8.0
SampUpgradeUserParmsActual,8.0
SampUsingDsData,8.0
SampValidateDomainCacheCallback,8.0
SampValidateDomainControllerCreation,8.0
SampValidatePwdSettingAttempt,8.0
SampValidateRegAttributes,8.0
SampWriteEventLog,8.0
SampWriteGroupType,8.0
SamrAddMemberToAlias,8.0
SamrAddMemberToGroup,8.0
SamrCloseHandle,8.0
SamrCreateUser2InDomain,8.0
SamrCreateUserInDomain,8.0
SamrDeleteAlias,8.0
SamrDeleteGroup,8.0
SamrDeleteUser,8.0
SamrEnumerateUsersInDomain,8.0
SamrEnumerateUsersInDomain2,8.0
SamrGetAliasMembership,8.0
SamrGetGroupsForUser,8.0
SamrLookupIdsInDomain,8.0
SamrLookupNamesInDomain,8.0
SamrLookupNamesInDomain2,8.0
SamrOpenAlias,8.0
SamrOpenDomain,8.0
SamrOpenGroup,8.0
SamrOpenUser,8.0
SamrQueryDisplayInformation,8.0
SamrQueryInformationDomain,8.0
SamrQueryInformationUser,8.0
SamrQueryInformationUser2,8.0
SamrQuerySecurityObject,8.0
SamrRemoveMemberFromAlias,8.0
SamrRemoveMemberFromGroup,8.0
SamrRidToSid,8.0
SamrSetInformationAlias,8.0
SamrSetInformationGroup,8.0
SamrSetInformationUser,8.0
SamrSetSecurityObject,8.0
SamrValidatePassword,8.0
SceAddToNameList,8.0
SceAddToNameStatusList,8.0
SceAddToObjectList,8.0
SceAnalyzeSystem,8.0
SceAppendSecurityProfileInfo,8.0
SceBrowseDatabaseTable,8.0
SceCloseProfile,8.0
SceCommitTransaction,8.0
SceCompareNameList,8.0
SceCompareSecurityDescriptors,8.0
SceConfigureSystem,8.0
SceCopyBaseProfile,8.0
SceCreateDirectory,8.0
SceDcPromoCreateGPOsInSysvol,8.0
SceDcPromoCreateGPOsInSysvolEx,8.0
SceDcPromoteSecurity,8.0
SceDcPromoteSecurityEx,8.0
SceEnforceSecurityPolicyPropagation,8.0
SceEnumerateServices,8.0
SceFreeMemory,8.0
SceFreeProfileMemory,8.0
SceGenerateRollback,8.0
SceGetAnalysisAreaSummary,8.0
SceGetAreas,8.0
SceGetDatabaseSetting,8.0
SceGetDbTime,8.0
SceGetObjectChildren,8.0
SceGetObjectSecurity,8.0
SceGetScpProfileDescription,8.0
SceGetSecurityProfileInfo,8.0
SceGetServerProductType,8.0
SceGetTimeStamp,8.0
SceIsSystemDatabase,8.0
SceLookupPrivRightName,8.0
SceOpenProfile,8.0
SceRegisterRegValues,8.0
SceRollbackTransaction,8.0
SceSetDatabaseSetting,8.0
SceSetupBackupSecurity,8.0
SceSetupConfigureServices,8.0
SceSetupGenerateTemplate,8.0
SceSetupMoveSecurityFile,8.0
SceSetupRootSecurity,8.0
SceSetupSystemByInfName,8.0
SceSetupUnwindSecurityFile,8.0
SceSetupUpdateSecurityFile,8.0
SceSetupUpdateSecurityKey,8.0
SceSetupUpdateSecurityService,8.0
SceStartTransaction,8.0
SceSvcConvertSDToText,8.0
SceSvcConvertTextToSD,8.0
SceSvcFree,8.0
SceSvcGetInformationTemplate,8.0
SceSvcQueryInfo,8.0
SceSvcSetInfo,8.0
SceSvcSetInformationTemplate,8.0
SceSvcUpdateInfo,8.0
SceUpdateObjectInfo,8.0
SceUpdateSecurityProfile,8.0
SceWriteSecurityProfileInfo,8.0
ScesrvInitializeServer,8.0
ScesrvTerminateServer,8.0
SendDataMsg,8.0
SendRenameMsg,8.0
SensNotifyNetconEvent,8.0
SensNotifyRasEvent,8.0
SensNotifyWinlogonEvent,8.0
SerialDisplayAdvancedSettings,8.0
SerialPortPropPageProvider,8.0
ServerDllInitialization,8.0
ServerGetInternetConnectorStatus,8.0
ServerLicensingClose,8.0
ServerLicensingDeactivateCurrentPolicy,8.0
ServerLicensingFreePolicyInformation,8.0
ServerLicensingGetAvailablePolicyIds,8.0
ServerLicensingGetPolicy,8.0
ServerLicensingGetPolicyInformationA,8.0
ServerLicensingGetPolicyInformationW,8.0
ServerLicensingLoadPolicy,8.0
ServerLicensingOpenA,8.0
ServerLicensingOpenW,8.0
ServerLicensingSetPolicy,8.0
ServerLicensingUnloadPolicy,8.0
ServerQueryInetConnectorInformationA,8.0
ServerQueryInetConnectorInformationW,8.0
ServerSetInternetConnectorStatus,8.0
SetCPSUIUserData,8.0
SetCachedSigningLevel,8.0
SetCoalescableTimer,8.0
SetCompressorInformation,8.0
SetCrossSlideParametersInteractionContext,8.0
SetDecompressorInformation,8.0
SetDefaultDllDirectories,8.0
SetDisplayAutoRotationPreferences,8.0
SetFirmwareEnvironmentVariableExA,8.0
SetFirmwareEnvironmentVariableExW,8.0
SetGlobalJetParameters,8.0
SetInertiaParameterInteractionContext,8.0
SetInteractionConfigurationInteractionContext,8.0
SetJobNamedProperty,8.0
SetMouseWheelParameterInteractionContext,8.0
SetNetName,8.0
SetNextNetDrive,8.0
SetOptionIas,8.0
SetPivotInteractionContext,8.0
SetPrintExecutionData,8.0
SetProcessInformation,8.0
SetProcessMitigationPolicy,8.0
SetProcessRestrictionExemption,8.0
SetPropertyInteractionContext,8.0
SetRestrictedErrorInfo,8.0
SetSocketMediaStreamingMode,8.0
SetThreadInformation,8.0
SetThreadpoolTimerEx,8.0
SetThreadpoolWaitEx,8.0
SetVirtualDiskMetadata,8.0
SetWindowFeedbackSetting,8.0
SetWinspoolOptions,8.0
SetXStateFeaturesMask,8.0
ShipAssert,8.0
ShipAssertGetBufferInfo,8.0
ShipAssertMsgA,8.0
ShipAssertMsgW,8.0
ShutdownIas,8.0
SkipPointerFrameMessages,8.0
SpInitialize,8.0
SpInstanceInit,8.0
SpUserModeInitialize,8.0
SplCloseSpoolFileHandle,8.0
SplCommitSpoolData,8.0
SplGetClientUserHandle,8.0
SplGetSpoolFileInfo,8.0
SplGetUserSidStringFromToken,8.0
SplInitializeWinSpoolDrv,8.0
SplIsSessionZero,8.0
SplIsUpgrade,8.0
SplProcessPnPEvent,8.0
SplProcessSessionEvent,8.0
SplPromptUIInUsersSession,8.0
SplQueryUserInfo,8.0
SplRegisterForDeviceEvents,8.0
SplRegisterForSessionEvents,8.0
SplShutDownRouter,8.0
SplUnregisterForDeviceEvents,8.0
SplUnregisterForSessionEvents,8.0
SpoolerFindClosePrinterChangeNotification,8.0
SpoolerFindFirstPrinterChangeNotification,8.0
SpoolerFindNextPrinterChangeNotification,8.0
SpoolerFreePrinterNotifyInfo,8.0
SpoolerHasInitialized,8.0
SpoolerInit,8.0
SpoolerRefreshPrinterChangeNotification,8.0
SrvrWndProc,8.0
SsdpCleanup,8.0
SsdpStartup,8.0
SslCrackCertificate,8.0
SslEmptyCacheA,8.0
SslEmptyCacheW,8.0
SslFreeCertificate,8.0
SslFreeCustomBuffer,8.0
SslGenerateRandomBits,8.0
SslGetMaximumKeySize,8.0
SslGetServerIdentity,8.0
SslLoadCertificate,8.0
SspiDecryptAuthIdentityEx,8.0
SspiEncryptAuthIdentityEx,8.0
StackWalkEx,8.0
StartDsaServiceMain,8.0
StartXpsPrintJob1,8.0
StgOpenLayoutDocfile,8.0
StopInteractionContext,8.0
SumInstrumentationData,8.0
SumInstrumentationStart,8.0
SumInstrumentationStop,8.0
SymAddrIncludeInlineTrace,8.0
SymCompareInlineTrace,8.0
SymEnumSymbolsEx,8.0
SymEnumSymbolsExW,8.0
SymFromInlineContext,8.0
SymFromInlineContextW,8.0
SymGetLineFromInlineContext,8.0
SymGetLineFromInlineContextW,8.0
SymQueryInlineTrace,8.0
SymSetScopeFromInlineContext,8.0
SystemTimeToTzSpecificLocalTimeEx,8.0
TAPICLIENT_ClientInitialize,8.0
TAPICLIENT_ClientShutdown,8.0
TAPICLIENT_Free,8.0
TAPICLIENT_GetDeviceAccess,8.0
TAPICLIENT_LineAddToConference,8.0
TAPICLIENT_LineBlindTransfer,8.0
TAPICLIENT_LineConfigDialog,8.0
TAPICLIENT_LineDial,8.0
TAPICLIENT_LineForward,8.0
TAPICLIENT_LineGenerateDigits,8.0
TAPICLIENT_LineMakeCall,8.0
TAPICLIENT_LineOpen,8.0
TAPICLIENT_LineRedirect,8.0
TAPICLIENT_LineSetCallData,8.0
TAPICLIENT_LineSetCallParams,8.0
TAPICLIENT_LineSetCallPrivilege,8.0
TAPICLIENT_LineSetCallTreatment,8.0
TAPICLIENT_LineSetCurrentLocation,8.0
TAPICLIENT_LineSetDevConfig,8.0
TAPICLIENT_LineSetLineDevStatus,8.0
TAPICLIENT_LineSetMediaControl,8.0
TAPICLIENT_LineSetMediaMode,8.0
TAPICLIENT_LineSetTerminal,8.0
TAPICLIENT_LineSetTollList,8.0
TAPICLIENT_Load,8.0
TAPICLIENT_PhoneConfigDialog,8.0
TAPICLIENT_PhoneOpen,8.0
THAlloc,8.0
THClearErrors,8.0
THCreate,8.0
THDestroy,8.0
THFree,8.0
THGetErrorString,8.0
THQuery,8.0
THReAlloc,8.0
THRestore,8.0
THSave,8.0
THVerifyCount,8.0
Tbsi_GetDeviceInfo,8.0
Tbsi_Get_OwnerAuth,8.0
Tbsi_Revoke_Attestation,8.0
Tbsip_Submit_Command_NonBlocking,8.0
Tbsip_TestMorBit,8.0
TdhCloseDecodingHandle,8.0
TdhGetDecodingParameter,8.0
TdhGetWppMessage,8.0
TdhGetWppProperty,8.0
TdhLoadManifestFromBinary,8.0
TdhOpenDecodingHandle,8.0
TdhSetDecodingParameter,8.0
TerminateClients,8.0
TerminateDocClients,8.0
TestApplyPatchToFileA,8.0
TestApplyPatchToFileByBuffers,8.0
TestApplyPatchToFileByHandles,8.0
TestApplyPatchToFileW,8.0
TpAllocAlpcCompletion,8.0
TpAllocCleanupGroup,8.0
TpAllocIoCompletion,8.0
TpAllocJobNotification,8.0
TpAllocPool,8.0
TpAllocTimer,8.0
TpAllocWait,8.0
TpAllocWork,8.0
TpCallbackDetectedUnrecoverableError,8.0
TpCallbackLeaveCriticalSectionOnCompletion,8.0
TpCallbackMayRunLong,8.0
TpCallbackReleaseMutexOnCompletion,8.0
TpCallbackReleaseSemaphoreOnCompletion,8.0
TpCallbackSetEventOnCompletion,8.0
TpCallbackUnloadDllOnCompletion,8.0
TpCancelAsyncIoOperation,8.0
TpCaptureCaller,8.0
TpCheckTerminateWorker,8.0
TpDisassociateCallback,8.0
TpIsTimerSet,8.0
TpPostWork,8.0
TpQueryPoolStackInformation,8.0
TpReleaseAlpcCompletion,8.0
TpReleaseCleanupGroup,8.0
TpReleaseCleanupGroupMembers,8.0
TpReleaseIoCompletion,8.0
TpReleaseJobNotification,8.0
TpReleasePool,8.0
TpReleaseTimer,8.0
TpReleaseWait,8.0
TpReleaseWork,8.0
TpSetPoolMaxThreads,8.0
TpSetPoolMinThreads,8.0
TpSetPoolStackInformation,8.0
TpSetTimer,8.0
TpSetTimerEx,8.0
TpSetWait,8.0
TpSetWaitEx,8.0
TpSimpleTryPost,8.0
TpStartAsyncIoOperation,8.0
TpWaitForAlpcCompletion,8.0
TpWaitForIoCompletion,8.0
TpWaitForJobNotification,8.0
TpWaitForTimer,8.0
TpWaitForWait,8.0
TpWaitForWork,8.0
TraceQueryInformation,8.0
TransportAddrFromMtxAddr,8.0
TrimDSNameBy,8.0
TzSpecificLocalTimeToSystemTimeEx,8.0
UalInstrument,8.0
UalRegisterProduct,8.0
UalStart,8.0
UalStop,8.0
UiaDisconnectAllProviders,8.0
UiaDisconnectProvider,8.0
UiaIAccessibleFromProvider,8.0
UiaProviderForNonClient,8.0
UiaProviderFromIAccessible,8.0
UnImpersonateAnyClient,8.0
UnRegisterNetworkChangeNotification,8.0
UndoAlignKMPtr,8.0
UndoAlignRpcPtr,8.0
UnmapViewOfFileEx,8.0
UnregisterBadMemoryNotification,8.0
UnregisterMediaCallback,8.0
UnregisterPointerInputTarget,8.0
UnregisterSuspendResumeNotification,8.0
UpdateAppContainerProfile,8.0
UpdateBufferSize,8.0
UpdateDSPerfStats,8.0
UpdatePrinterRegAll,8.0
UpdatePrinterRegUser,8.0
UrlCacheCheckEntriesExist,8.0
UrlCacheCloseEntryHandle,8.0
UrlCacheContainerSetEntryMaximumAge,8.0
UrlCacheCreateContainer,8.0
UrlCacheFreeEntryInfo,8.0
UrlCacheGetContentPaths,8.0
UrlCacheGetEntryInfo,8.0
UrlCacheGetGlobalLimit,8.0
UrlCacheReadEntryStream,8.0
UrlCacheReloadSettings,8.0
UrlCacheRetrieveEntryFile,8.0
UrlCacheRetrieveEntryStream,8.0
UrlCacheSetGlobalLimit,8.0
UrlCacheUpdateEntryExtraData,8.0
WFDCancelOpenSession,8.0
WFDCloseHandle,8.0
WFDCloseSession,8.0
WFDOpenHandle,8.0
WFDOpenLegacySession,8.0
WFDStartOpenSession,8.0
WFDUpdateDeviceVisibility,8.0
WPUGetProviderPathEx,8.0
WSCDeinstallProviderEx,8.0
WSCEnumProtocolsEx,8.0
WSCGetApplicationCategoryEx,8.0
WSCInstallNameSpaceEx2,8.0
WSCInstallProviderEx,8.0
WSCSetApplicationCategoryEx,8.0
WSCUnInstallNameSpaceEx2,8.0
WSCUpdateProviderEx,8.0
WSCWriteProviderOrderEx,8.0
WSCallServer,8.0
WSEvaluatePackage,8.0
WSGetEvaluatePackageAttempted,8.0
WSLicenseCleanUpState,8.0
WSLicenseClose,8.0
WSLicenseFilterValidAppCategoryIds,8.0
WSLicenseGetAllValidAppCategoryIds,8.0
WSLicenseGetDevInstalledApps,8.0
WSLicenseGetFeatureLicenseResults,8.0
WSLicenseGetLicensesForProducts,8.0
WSLicenseGetOAuthServiceTicket,8.0
